step,mode,current_altitude_ft,selected_altitude_ft,target_speed_kts,cmd_mode,cmd_vs_fpm,cmd_speed_kts,distance_to_next_nm
2495,PATH,-42066.7,3000,280,PATH,-1500,280,-3652.3
2496,PATH,-42091.7,3000,280,PATH,-1500,280,-3654.04
2497,PATH,-42116.7,3000,280,PATH,-1500,280,-3655.77
2498,PATH,-42141.7,3000,280,PATH,-1500,280,-3657.51
2499,PATH,-42166.7,3000,280,PATH,-1500,280,-3659.25
2500,PATH,-42191.7,3000,280,PATH,-1500,280,-3660.99
2501,PATH,-42216.7,3000,280,PATH,-1500,280,-3662.73
2502,PATH,-42241.7,3000,280,PATH,-1500,280,-3664.46
2503,PATH,-42266.7,3000,280,PATH,-1500,280,-3666.2
2504,PATH,-42291.7,3000,280,PATH,-1500,280,-3667.94
2505,PATH,-42316.7,3000,280,PATH,-1500,280,-3669.68
2506,PATH,-42341.7,3000,280,PATH,-1500,280,-3671.42
2507,PATH,-42366.7,3000,280,PATH,-1500,280,-3673.15
2508,PATH,-42391.7,3000,280,PATH,-1500,280,-3674.89
2509,PATH,-42416.7,3000,280,PATH,-1500,280,-3676.63
2510,PATH,-42441.7,3000,280,PATH,-1500,280,-3678.37
2511,PATH,-42466.7,3000,280,PATH,-1500,280,-3680.11
2512,PATH,-42491.7,3000,280,PATH,-1500,280,-3681.84
2513,PATH,-42516.7,3000,280,PATH,-1500,280,-3683.58
2514,PATH,-42541.7,3000,280,PATH,-1500,280,-3685.32
2515,PATH,-42566.7,3000,280,PATH,-1500,280,-3687.06
2516,PATH,-42591.7,3000,280,PATH,-1500,280,-3688.8
2517,PATH,-42616.7,3000,280,PATH,-1500,280,-3690.53
2518,PATH,-42641.7,3000,280,PATH,-1500,280,-3692.27
2519,PATH,-42666.7,3000,280,PATH,-1500,280,-3694.01
2520,PATH,-42691.7,3000,280,PATH,-1500,280,-3695.75
2521,PATH,-42716.7,3000,280,PATH,-1500,280,-3697.49
2522,PATH,-42741.7,3000,280,PATH,-1500,280,-3699.22
2523,PATH,-42766.7,3000,280,PATH,-1500,280,-3700.96
2524,PATH,-42791.7,3000,280,PATH,-1500,280,-3702.7
2525,PATH,-42816.7,3000,280,PATH,-1500,280,-3704.44
2526,PATH,-42841.7,3000,280,PATH,-1500,280,-3706.17
2527,PATH,-42866.7,3000,280,PATH,-1500,280,-3707.91
2528,PATH,-42891.7,3000,280,PATH,-1500,280,-3709.65
2529,PATH,-42916.7,3000,280,PATH,-1500,280,-3711.39
2530,PATH,-42941.7,3000,280,PATH,-1500,280,-3713.13
2531,PATH,-42966.7,3000,280,PATH,-1500,280,-3714.86
2532,PATH,-42991.7,3000,280,PATH,-1500,280,-3716.6
2533,PATH,-43016.7,3000,280,PATH,-1500,280,-3718.34
2534,PATH,-43041.7,3000,280,PATH,-1500,280,-3720.08
2535,PATH,-43066.7,3000,280,PATH,-1500,280,-3721.82
2536,PATH,-43091.7,3000,280,PATH,-1500,280,-3723.55
2537,PATH,-43116.7,3000,280,PATH,-1500,280,-3725.29
2538,PATH,-43141.7,3000,280,PATH,-1500,280,-3727.03
2539,PATH,-43166.7,3000,280,PATH,-1500,280,-3728.77
2540,PATH,-43191.7,3000,280,PATH,-1500,280,-3730.51
2541,PATH,-43216.7,3000,280,PATH,-1500,280,-3732.24
2542,PATH,-43241.7,3000,280,PATH,-1500,280,-3733.98
2543,PATH,-43266.7,3000,280,PATH,-1500,280,-3735.72
2544,PATH,-43291.7,3000,280,PATH,-1500,280,-3737.46
2545,PATH,-43316.7,3000,280,PATH,-1500,280,-3739.2
2546,PATH,-43341.7,3000,280,PATH,-1500,280,-3740.93
2547,PATH,-43366.7,3000,280,PATH,-1500,280,-3742.67
2548,PATH,-43391.7,3000,280,PATH,-1500,280,-3744.41
2549,PATH,-43416.7,3000,280,PATH,-1500,280,-3746.15
2550,PATH,-43441.7,3000,280,PATH,-1500,280,-3747.89
2551,PATH,-43466.7,3000,280,PATH,-1500,280,-3749.62
2552,PATH,-43491.7,3000,280,PATH,-1500,280,-3751.36
2553,PATH,-43516.7,3000,280,PATH,-1500,280,-3753.1
2554,PATH,-43541.7,3000,280,PATH,-1500,280,-3754.84
2555,PATH,-43566.7,3000,280,PATH,-1500,280,-3756.58
2556,PATH,-43591.7,3000,280,PATH,-1500,280,-3758.31
2557,PATH,-43616.7,3000,280,PATH,-1500,280,-3760.05
2558,PATH,-43641.7,3000,280,PATH,-1500,280,-3761.79
2559,PATH,-43666.7,3000,280,PATH,-1500,280,-3763.53
2560,PATH,-43691.7,3000,280,PATH,-1500,280,-3765.27
2561,PATH,-43716.7,3000,280,PATH,-1500,280,-3767
2562,PATH,-43741.7,3000,280,PATH,-1500,280,-3768.74
2563,PATH,-43766.7,3000,280,PATH,-1500,280,-3770.48
2564,PATH,-43791.7,3000,280,PATH,-1500,280,-3772.22
2565,PATH,-43816.7,3000,280,PATH,-1500,280,-3773.95
2566,PATH,-43841.7,3000,280,PATH,-1500,280,-3775.69
2567,PATH,-43866.7,3000,280,PATH,-1500,280,-3777.43
2568,PATH,-43891.7,3000,280,PATH,-1500,280,-3779.17
2569,PATH,-43916.7,3000,280,PATH,-1500,280,-3780.91
2570,PATH,-43941.7,3000,280,PATH,-1500,280,-3782.64
2571,PATH,-43966.7,3000,280,PATH,-1500,280,-3784.38
2572,PATH,-43991.7,3000,280,PATH,-1500,280,-3786.12
2573,PATH,-44016.7,3000,280,PATH,-1500,280,-3787.86
2574,PATH,-44041.7,3000,280,PATH,-1500,280,-3789.6
2575,PATH,-44066.7,3000,280,PATH,-1500,280,-3791.33
2576,PATH,-44091.7,3000,280,PATH,-1500,280,-3793.07
2577,PATH,-44116.7,3000,280,PATH,-1500,280,-3794.81
2578,PATH,-44141.7,3000,280,PATH,-1500,280,-3796.55
2579,PATH,-44166.7,3000,280,PATH,-1500,280,-3798.29
2580,PATH,-44191.7,3000,280,PATH,-1500,280,-3800.02
2581,PATH,-44216.7,3000,280,PATH,-1500,280,-3801.76
2582,PATH,-44241.7,3000,280,PATH,-1500,280,-3803.5
2583,PATH,-44266.7,3000,280,PATH,-1500,280,-3805.24
2584,PATH,-44291.7,3000,280,PATH,-1500,280,-3806.98
2585,PATH,-44316.7,3000,280,PATH,-1500,280,-3808.71
2586,PATH,-44341.7,3000,280,PATH,-1500,280,-3810.45
2587,PATH,-44366.7,3000,280,PATH,-1500,280,-3812.19
2588,PATH,-44391.7,3000,280,PATH,-1500,280,-3813.93
2589,PATH,-44416.7,3000,280,PATH,-1500,280,-3815.67
2590,PATH,-44441.7,3000,280,PATH,-1500,280,-3817.4
2591,PATH,-44466.7,3000,280,PATH,-1500,280,-3819.14
2592,PATH,-44491.7,3000,280,PATH,-1500,280,-3820.88
2593,PATH,-44516.7,3000,280,PATH,-1500,280,-3822.62
2594,PATH,-44541.7,3000,280,PATH,-1500,280,-3824.36
2595,PATH,-44566.7,3000,280,PATH,-1500,280,-3826.09
2596,PATH,-44591.7,3000,280,PATH,-1500,280,-3827.83
2597,PATH,-44616.7,3000,280,PATH,-1500,280,-3829.57
2598,PATH,-44641.7,3000,280,PATH,-1500,280,-3831.31
2599,PATH,-44666.7,3000,280,PATH,-1500,280,-3833.05
2600,PATH,-44691.7,3000,280,PATH,-1500,280,-3834.78
2601,PATH,-44716.7,3000,280,PATH,-1500,280,-3836.52
2602,PATH,-44741.7,3000,280,PATH,-1500,280,-3838.26
2603,PATH,-44766.7,3000,280,PATH,-1500,280,-3840
2604,PATH,-44791.7,3000,280,PATH,-1500,280,-3841.74
2605,PATH,-44816.7,3000,280,PATH,-1500,280,-3843.47
2606,PATH,-44841.7,3000,280,PATH,-1500,280,-3845.21
2607,PATH,-44866.7,3000,280,PATH,-1500,280,-3846.95
2608,PATH,-44891.7,3000,280,PATH,-1500,280,-3848.69
2609,PATH,-44916.7,3000,280,PATH,-1500,280,-3850.42
2610,PATH,-44941.7,3000,280,PATH,-1500,280,-3852.16
2611,PATH,-44966.7,3000,280,PATH,-1500,280,-3853.9
2612,PATH,-44991.7,3000,280,PATH,-1500,280,-3855.64
2613,PATH,-45016.7,3000,280,PATH,-1500,280,-3857.38
2614,PATH,-45041.7,3000,280,PATH,-1500,280,-3859.11
2615,PATH,-45066.7,3000,280,PATH,-1500,280,-3860.85
2616,PATH,-45091.7,3000,280,PATH,-1500,280,-3862.59
2617,PATH,-45116.7,3000,280,PATH,-1500,280,-3864.33
2618,PATH,-45141.7,3000,280,PATH,-1500,280,-3866.07
2619,PATH,-45166.7,3000,280,PATH,-1500,280,-3867.8
2620,PATH,-45191.7,3000,280,PATH,-1500,280,-3869.54
2621,PATH,-45216.7,3000,280,PATH,-1500,280,-3871.28
2622,PATH,-45241.7,3000,280,PATH,-1500,280,-3873.02
2623,PATH,-45266.7,3000,280,PATH,-1500,280,-3874.76
2624,PATH,-45291.7,3000,280,PATH,-1500,280,-3876.49
2625,PATH,-45316.7,3000,280,PATH,-1500,280,-3878.23
2626,PATH,-45341.7,3000,280,PATH,-1500,280,-3879.97
2627,PATH,-45366.7,3000,280,PATH,-1500,280,-3881.71
2628,PATH,-45391.7,3000,280,PATH,-1500,280,-3883.45
2629,PATH,-45416.7,3000,280,PATH,-1500,280,-3885.18
2630,PATH,-45441.7,3000,280,PATH,-1500,280,-3886.92
2631,PATH,-45466.7,3000,280,PATH,-1500,280,-3888.66
2632,PATH,-45491.7,3000,280,PATH,-1500,280,-3890.4
2633,PATH,-45516.7,3000,280,PATH,-1500,280,-3892.14
2634,PATH,-45541.7,3000,280,PATH,-1500,280,-3893.87
2635,PATH,-45566.7,3000,280,PATH,-1500,280,-3895.61
2636,PATH,-45591.7,3000,280,PATH,-1500,280,-3897.35
2637,PATH,-45616.7,3000,280,PATH,-1500,280,-3899.09
2638,PATH,-45641.7,3000,280,PATH,-1500,280,-3900.83
2639,PATH,-45666.7,3000,280,PATH,-1500,280,-3902.56
2640,PATH,-45691.7,3000,280,PATH,-1500,280,-3904.3
2641,PATH,-45716.7,3000,280,PATH,-1500,280,-3906.04
2642,PATH,-45741.7,3000,280,PATH,-1500,280,-3907.78
2643,PATH,-45766.7,3000,280,PATH,-1500,280,-3909.52
2644,PATH,-45791.7,3000,280,PATH,-1500,280,-3911.25
2645,PATH,-45816.7,3000,280,PATH,-1500,280,-3912.99
2646,PATH,-45841.7,3000,280,PATH,-1500,280,-3914.73
2647,PATH,-45866.7,3000,280,PATH,-1500,280,-3916.47
2648,PATH,-45891.7,3000,280,PATH,-1500,280,-3918.2
2649,PATH,-45916.7,3000,280,PATH,-1500,280,-3919.94
2650,PATH,-45941.7,3000,280,PATH,-1500,280,-3921.68
2651,PATH,-45966.7,3000,280,PATH,-1500,280,-3923.42
2652,PATH,-45991.7,3000,280,PATH,-1500,280,-3925.16
2653,PATH,-46016.7,3000,280,PATH,-1500,280,-3926.89
2654,PATH,-46041.7,3000,280,PATH,-1500,280,-3928.63
2655,PATH,-46066.7,3000,280,PATH,-1500,280,-3930.37
2656,PATH,-46091.7,3000,280,PATH,-1500,280,-3932.11
2657,PATH,-46116.7,3000,280,PATH,-1500,280,-3933.85
2658,PATH,-46141.7,3000,280,PATH,-1500,280,-3935.58
2659,PATH,-46166.7,3000,280,PATH,-1500,280,-3937.32
2660,PATH,-46191.7,3000,280,PATH,-1500,280,-3939.06
2661,PATH,-46216.7,3000,280,PATH,-1500,280,-3940.8
2662,PATH,-46241.7,3000,280,PATH,-1500,280,-3942.54
2663,PATH,-46266.7,3000,280,PATH,-1500,280,-3944.27
2664,PATH,-46291.7,3000,280,PATH,-1500,280,-3946.01
2665,PATH,-46316.7,3000,280,PATH,-1500,280,-3947.75
2666,PATH,-46341.7,3000,280,PATH,-1500,280,-3949.49
2667,PATH,-46366.7,3000,280,PATH,-1500,280,-3951.23
2668,PATH,-46391.7,3000,280,PATH,-1500,280,-3952.96
2669,PATH,-46416.7,3000,280,PATH,-1500,280,-3954.7
2670,PATH,-46441.7,3000,280,PATH,-1500,280,-3956.44
2671,PATH,-46466.7,3000,280,PATH,-1500,280,-3958.18
2672,PATH,-46491.7,3000,280,PATH,-1500,280,-3959.92
2673,PATH,-46516.7,3000,280,PATH,-1500,280,-3961.65
2674,PATH,-46541.7,3000,280,PATH,-1500,280,-3963.39
2675,PATH,-46566.7,3000,280,PATH,-1500,280,-3965.13
2676,PATH,-46591.7,3000,280,PATH,-1500,280,-3966.87
2677,PATH,-46616.7,3000,280,PATH,-1500,280,-3968.61
2678,PATH,-46641.7,3000,280,PATH,-1500,280,-3970.34
2679,PATH,-46666.7,3000,280,PATH,-1500,280,-3972.08
2680,PATH,-46691.7,3000,280,PATH,-1500,280,-3973.82
2681,PATH,-46716.7,3000,280,PATH,-1500,280,-3975.56
2682,PATH,-46741.7,3000,280,PATH,-1500,280,-3977.3
2683,PATH,-46766.7,3000,280,PATH,-1500,280,-3979.03
2684,PATH,-46791.7,3000,280,PATH,-1500,280,-3980.77
2685,PATH,-46816.7,3000,280,PATH,-1500,280,-3982.51
2686,PATH,-46841.7,3000,280,PATH,-1500,280,-3984.25
2687,PATH,-46866.7,3000,280,PATH,-1500,280,-3985.99
2688,PATH,-46891.7,3000,280,PATH,-1500,280,-3987.72
2689,PATH,-46916.7,3000,280,PATH,-1500,280,-3989.46
2690,PATH,-46941.7,3000,280,PATH,-1500,280,-3991.2
2691,PATH,-46966.7,3000,280,PATH,-1500,280,-3992.94
2692,PATH,-46991.7,3000,280,PATH,-1500,280,-3994.67
2693,PATH,-47016.7,3000,280,PATH,-1500,280,-3996.41
2694,PATH,-47041.7,3000,280,PATH,-1500,280,-3998.15
2695,PATH,-47066.7,3000,280,PATH,-1500,280,-3999.89
2696,PATH,-47091.7,3000,280,PATH,-1500,280,-4001.63
2697,PATH,-47116.7,3000,280,PATH,-1500,280,-4003.36
2698,PATH,-47141.7,3000,280,PATH,-1500,280,-4005.1
2699,PATH,-47166.7,3000,280,PATH,-1500,280,-4006.84
2700,PATH,-47191.7,3000,280,PATH,-1500,280,-4008.58
2701,PATH,-47216.7,3000,280,PATH,-1500,280,-4010.32
2702,PATH,-47241.7,3000,280,PATH,-1500,280,-4012.05
2703,PATH,-47266.7,3000,280,PATH,-1500,280,-4013.79
2704,PATH,-47291.7,3000,280,PATH,-1500,280,-4015.53
2705,PATH,-47316.7,3000,280,PATH,-1500,280,-4017.27
2706,PATH,-47341.7,3000,280,PATH,-1500,280,-4019.01
2707,PATH,-47366.7,3000,280,PATH,-1500,280,-4020.74
2708,PATH,-47391.7,3000,280,PATH,-1500,280,-4022.48
2709,PATH,-47416.7,3000,280,PATH,-1500,280,-4024.22
2710,PATH,-47441.7,3000,280,PATH,-1500,280,-4025.96
2711,PATH,-47466.7,3000,280,PATH,-1500,280,-4027.7
2712,PATH,-47491.7,3000,280,PATH,-1500,280,-4029.43
2713,PATH,-47516.7,3000,280,PATH,-1500,280,-4031.17
2714,PATH,-47541.7,3000,280,PATH,-1500,280,-4032.91
2715,PATH,-47566.7,3000,280,PATH,-1500,280,-4034.65
2716,PATH,-47591.7,3000,280,PATH,-1500,280,-4036.39
2717,PATH,-47616.7,3000,280,PATH,-1500,280,-4038.12
2718,PATH,-47641.7,3000,280,PATH,-1500,280,-4039.86
2719,PATH,-47666.7,3000,280,PATH,-1500,280,-4041.6
2720,PATH,-47691.7,3000,280,PATH,-1500,280,-4043.34
2721,PATH,-47716.7,3000,280,PATH,-1500,280,-4045.08
2722,PATH,-47741.7,3000,280,PATH,-1500,280,-4046.81
2723,PATH,-47766.7,3000,280,PATH,-1500,280,-4048.55
2724,PATH,-47791.7,3000,280,PATH,-1500,280,-4050.29
2725,PATH,-47816.7,3000,280,PATH,-1500,280,-4052.03
2726,PATH,-47841.7,3000,280,PATH,-1500,280,-4053.77
2727,PATH,-47866.7,3000,280,PATH,-1500,280,-4055.5
2728,PATH,-47891.7,3000,280,PATH,-1500,280,-4057.24
2729,PATH,-47916.7,3000,280,PATH,-1500,280,-4058.98
2730,PATH,-47941.7,3000,280,PATH,-1500,280,-4060.72
2731,PATH,-47966.7,3000,280,PATH,-1500,280,-4062.45
2732,PATH,-47991.7,3000,280,PATH,-1500,280,-4064.19
2733,PATH,-48016.7,3000,280,PATH,-1500,280,-4065.93
2734,PATH,-48041.7,3000,280,PATH,-1500,280,-4067.67
2735,PATH,-48066.7,3000,280,PATH,-1500,280,-4069.41
2736,PATH,-48091.7,3000,280,PATH,-1500,280,-4071.14
2737,PATH,-48116.7,3000,280,PATH,-1500,280,-4072.88
2738,PATH,-48141.7,3000,280,PATH,-1500,280,-4074.62
2739,PATH,-48166.7,3000,280,PATH,-1500,280,-4076.36
2740,PATH,-48191.7,3000,280,PATH,-1500,280,-4078.1
2741,PATH,-48216.7,3000,280,PATH,-1500,280,-4079.83
2742,PATH,-48241.7,3000,280,PATH,-1500,280,-4081.57
2743,PATH,-48266.7,3000,280,PATH,-1500,280,-4083.31
2744,PATH,-48291.7,3000,280,PATH,-1500,280,-4085.05
2745,PATH,-48316.7,3000,280,PATH,-1500,280,-4086.79
2746,PATH,-48341.7,3000,280,PATH,-1500,280,-4088.52
2747,PATH,-48366.7,3000,280,PATH,-1500,280,-4090.26
2748,PATH,-48391.7,3000,280,PATH,-1500,280,-4092
2749,PATH,-48416.7,3000,280,PATH,-1500,280,-4093.74
2750,PATH,-48441.7,3000,280,PATH,-1500,280,-4095.48
2751,PATH,-48466.7,3000,280,PATH,-1500,280,-4097.21
2752,PATH,-48491.7,3000,280,PATH,-1500,280,-4098.95
2753,PATH,-48516.7,3000,280,PATH,-1500,280,-4100.69
2754,PATH,-48541.7,3000,280,PATH,-1500,280,-4102.43
2755,PATH,-48566.7,3000,280,PATH,-1500,280,-4104.17
2756,PATH,-48591.7,3000,280,PATH,-1500,280,-4105.9
2757,PATH,-48616.7,3000,280,PATH,-1500,280,-4107.64
2758,PATH,-48641.7,3000,280,PATH,-1500,280,-4109.38
2759,PATH,-48666.7,3000,280,PATH,-1500,280,-4111.12
2760,PATH,-48691.7,3000,280,PATH,-1500,280,-4112.86
2761,PATH,-48716.7,3000,280,PATH,-1500,280,-4114.59
2762,PATH,-48741.7,3000,280,PATH,-1500,280,-4116.33
2763,PATH,-48766.7,3000,280,PATH,-1500,280,-4118.07
2764,PATH,-48791.7,3000,280,PATH,-1500,280,-4119.81
2765,PATH,-48816.7,3000,280,PATH,-1500,280,-4121.55
2766,PATH,-48841.7,3000,280,PATH,-1500,280,-4123.28
2767,PATH,-48866.7,3000,280,PATH,-1500,280,-4125.02
2768,PATH,-48891.7,3000,280,PATH,-1500,280,-4126.76
2769,PATH,-48916.7,3000,280,PATH,-1500,280,-4128.5
2770,PATH,-48941.7,3000,280,PATH,-1500,280,-4130.24
2771,PATH,-48966.7,3000,280,PATH,-1500,280,-4131.97
2772,PATH,-48991.7,3000,280,PATH,-1500,280,-4133.71
2773,PATH,-49016.7,3000,280,PATH,-1500,280,-4135.45
2774,PATH,-49041.7,3000,280,PATH,-1500,280,-4137.19
2775,PATH,-49066.7,3000,280,PATH,-1500,280,-4138.92
2776,PATH,-49091.7,3000,280,PATH,-1500,280,-4140.66
2777,PATH,-49116.7,3000,280,PATH,-1500,280,-4142.4
2778,PATH,-49141.7,3000,280,PATH,-1500,280,-4144.14
2779,PATH,-49166.7,3000,280,PATH,-1500,280,-4145.88
2780,PATH,-49191.7,3000,280,PATH,-1500,280,-4147.61
2781,PATH,-49216.7,3000,280,PATH,-1500,280,-4149.35
2782,PATH,-49241.7,3000,280,PATH,-1500,280,-4151.09
2783,PATH,-49266.7,3000,280,PATH,-1500,280,-4152.83
2784,PATH,-49291.7,3000,280,PATH,-1500,280,-4154.57
2785,PATH,-49316.7,3000,280,PATH,-1500,280,-4156.3
2786,PATH,-49341.7,3000,280,PATH,-1500,280,-4158.04
2787,PATH,-49366.7,3000,280,PATH,-1500,280,-4159.78
2788,PATH,-49391.7,3000,280,PATH,-1500,280,-4161.52
2789,PATH,-49416.7,3000,280,PATH,-1500,280,-4163.26
2790,PATH,-49441.7,3000,280,PATH,-1500,280,-4164.99
2791,PATH,-49466.7,3000,280,PATH,-1500,280,-4166.73
2792,PATH,-49491.7,3000,280,PATH,-1500,280,-4168.47
2793,PATH,-49516.7,3000,280,PATH,-1500,280,-4170.21
2794,PATH,-49541.7,3000,280,PATH,-1500,280,-4171.95
2795,PATH,-49566.7,3000,280,PATH,-1500,280,-4173.68
2796,PATH,-49591.7,3000,280,PATH,-1500,280,-4175.42
2797,PATH,-49616.7,3000,280,PATH,-1500,280,-4177.16
2798,PATH,-49641.7,3000,280,PATH,-1500,280,-4178.9
2799,PATH,-49666.7,3000,280,PATH,-1500,280,-4180.64
2800,PATH,-49691.7,3000,280,PATH,-1500,280,-4182.37
2801,PATH,-49716.7,3000,280,PATH,-1500,280,-4184.11
2802,PATH,-49741.7,3000,280,PATH,-1500,280,-4185.85
2803,PATH,-49766.7,3000,280,PATH,-1500,280,-4187.59
2804,PATH,-49791.7,3000,280,PATH,-1500,280,-4189.33
2805,PATH,-49816.7,3000,280,PATH,-1500,280,-4191.06
2806,PATH,-49841.7,3000,280,PATH,-1500,280,-4192.8
2807,PATH,-49866.7,3000,280,PATH,-1500,280,-4194.54
2808,PATH,-49891.7,3000,280,PATH,-1500,280,-4196.28
2809,PATH,-49916.7,3000,280,PATH,-1500,280,-4198.02
2810,PATH,-49941.7,3000,280,PATH,-1500,280,-4199.75
2811,PATH,-49966.7,3000,280,PATH,-1500,280,-4201.49
2812,PATH,-49991.7,3000,280,PATH,-1500,280,-4203.23
2813,PATH,-50016.7,3000,280,PATH,-1500,280,-4204.97
2814,PATH,-50041.7,3000,280,PATH,-1500,280,-4206.7
2815,PATH,-50066.7,3000,280,PATH,-1500,280,-4208.44
2816,PATH,-50091.7,3000,280,PATH,-1500,280,-4210.18
2817,PATH,-50116.7,3000,280,PATH,-1500,280,-4211.92
2818,PATH,-50141.7,3000,280,PATH,-1500,280,-4213.66
2819,PATH,-50166.7,3000,280,PATH,-1500,280,-4215.39
2820,PATH,-50191.7,3000,280,PATH,-1500,280,-4217.13
2821,PATH,-50216.7,3000,280,PATH,-1500,280,-4218.87
2822,PATH,-50241.7,3000,280,PATH,-1500,280,-4220.61
2823,PATH,-50266.7,3000,280,PATH,-1500,280,-4222.35
2824,PATH,-50291.7,3000,280,PATH,-1500,280,-4224.08
2825,PATH,-50316.7,3000,280,PATH,-1500,280,-4225.82
2826,PATH,-50341.7,3000,280,PATH,-1500,280,-4227.56
2827,PATH,-50366.7,3000,280,PATH,-1500,280,-4229.3
2828,PATH,-50391.7,3000,280,PATH,-1500,280,-4231.04
2829,PATH,-50416.7,3000,280,PATH,-1500,280,-4232.77
2830,PATH,-50441.7,3000,280,PATH,-1500,280,-4234.51
2831,PATH,-50466.7,3000,280,PATH,-1500,280,-4236.25
2832,PATH,-50491.7,3000,280,PATH,-1500,280,-4237.99
2833,PATH,-50516.7,3000,280,PATH,-1500,280,-4239.73
2834,PATH,-50541.7,3000,280,PATH,-1500,280,-4241.46
2835,PATH,-50566.7,3000,280,PATH,-1500,280,-4243.2
2836,PATH,-50591.7,3000,280,PATH,-1500,280,-4244.94
2837,PATH,-50616.7,3000,280,PATH,-1500,280,-4246.68
2838,PATH,-50641.7,3000,280,PATH,-1500,280,-4248.42
2839,PATH,-50666.7,3000,280,PATH,-1500,280,-4250.15
2840,PATH,-50691.7,3000,280,PATH,-1500,280,-4251.89
2841,PATH,-50716.7,3000,280,PATH,-1500,280,-4253.63
2842,PATH,-50741.7,3000,280,PATH,-1500,280,-4255.37
2843,PATH,-50766.7,3000,280,PATH,-1500,280,-4257.11
2844,PATH,-50791.7,3000,280,PATH,-1500,280,-4258.84
2845,PATH,-50816.7,3000,280,PATH,-1500,280,-4260.58
2846,PATH,-50841.7,3000,280,PATH,-1500,280,-4262.32
2847,PATH,-50866.7,3000,280,PATH,-1500,280,-4264.06
2848,PATH,-50891.7,3000,280,PATH,-1500,280,-4265.8
2849,PATH,-50916.7,3000,280,PATH,-1500,280,-4267.53
2850,PATH,-50941.7,3000,280,PATH,-1500,280,-4269.27
2851,PATH,-50966.7,3000,280,PATH,-1500,280,-4271.01
2852,PATH,-50991.7,3000,280,PATH,-1500,280,-4272.75
2853,PATH,-51016.7,3000,280,PATH,-1500,280,-4274.49
2854,PATH,-51041.7,3000,280,PATH,-1500,280,-4276.22
2855,PATH,-51066.7,3000,280,PATH,-1500,280,-4277.96
2856,PATH,-51091.7,3000,280,PATH,-1500,280,-4279.7
2857,PATH,-51116.7,3000,280,PATH,-1500,280,-4281.44
2858,PATH,-51141.7,3000,280,PATH,-1500,280,-4283.17
2859,PATH,-51166.7,3000,280,PATH,-1500,280,-4284.91
2860,PATH,-51191.7,3000,280,PATH,-1500,280,-4286.65
2861,PATH,-51216.7,3000,280,PATH,-1500,280,-4288.39
2862,PATH,-51241.7,3000,280,PATH,-1500,280,-4290.13
2863,PATH,-51266.7,3000,280,PATH,-1500,280,-4291.86
2864,PATH,-51291.7,3000,280,PATH,-1500,280,-4293.6
2865,PATH,-51316.7,3000,280,PATH,-1500,280,-4295.34
2866,PATH,-51341.7,3000,280,PATH,-1500,280,-4297.08
2867,PATH,-51366.7,3000,280,PATH,-1500,280,-4298.82
2868,PATH,-51391.7,3000,280,PATH,-1500,280,-4300.55
2869,PATH,-51416.7,3000,280,PATH,-1500,280,-4302.29
2870,PATH,-51441.7,3000,280,PATH,-1500,280,-4304.03
2871,PATH,-51466.7,3000,280,PATH,-1500,280,-4305.77
2872,PATH,-51491.7,3000,280,PATH,-1500,280,-4307.51
2873,PATH,-51516.7,3000,280,PATH,-1500,280,-4309.24
2874,PATH,-51541.7,3000,280,PATH,-1500,280,-4310.98
2875,PATH,-51566.7,3000,280,PATH,-1500,280,-4312.72
2876,PATH,-51591.7,3000,280,PATH,-1500,280,-4314.46
2877,PATH,-51616.7,3000,280,PATH,-1500,280,-4316.2
2878,PATH,-51641.7,3000,280,PATH,-1500,280,-4317.93
2879,PATH,-51666.7,3000,280,PATH,-1500,280,-4319.67
2880,PATH,-51691.7,3000,280,PATH,-1500,280,-4321.41
2881,PATH,-51716.7,3000,280,PATH,-1500,280,-4323.15
2882,PATH,-51741.7,3000,280,PATH,-1500,280,-4324.89
2883,PATH,-51766.7,3000,280,PATH,-1500,280,-4326.62
2884,PATH,-51791.7,3000,280,PATH,-1500,280,-4328.36
2885,PATH,-51816.7,3000,280,PATH,-1500,280,-4330.1
2886,PATH,-51841.7,3000,280,PATH,-1500,280,-4331.84
2887,PATH,-51866.7,3000,280,PATH,-1500,280,-4333.58
2888,PATH,-51891.7,3000,280,PATH,-1500,280,-4335.31
2889,PATH,-51916.7,3000,280,PATH,-1500,280,-4337.05
2890,PATH,-51941.7,3000,280,PATH,-1500,280,-4338.79
2891,PATH,-51966.7,3000,280,PATH,-1500,280,-4340.53
2892,PATH,-51991.7,3000,280,PATH,-1500,280,-4342.27
2893,PATH,-52016.7,3000,280,PATH,-1500,280,-4344
2894,PATH,-52041.7,3000,280,PATH,-1500,280,-4345.74
2895,PATH,-52066.7,3000,280,PATH,-1500,280,-4347.48
2896,PATH,-52091.7,3000,280,PATH,-1500,280,-4349.22
2897,PATH,-52116.7,3000,280,PATH,-1500,280,-4350.95
2898,PATH,-52141.7,3000,280,PATH,-1500,280,-4352.69
2899,PATH,-52166.7,3000,280,PATH,-1500,280,-4354.43
2900,PATH,-52191.7,3000,280,PATH,-1500,280,-4356.17
2901,PATH,-52216.7,3000,280,PATH,-1500,280,-4357.91
2902,PATH,-52241.7,3000,280,PATH,-1500,280,-4359.64
2903,PATH,-52266.7,3000,280,PATH,-1500,280,-4361.38
