step,mode,current_altitude_ft,selected_altitude_ft,target_speed_kts,cmd_mode,cmd_vs_fpm,cmd_speed_kts,distance_to_next_nm
1389,PATH,-14416.7,3000,280,PATH,-1500,280,-1730.12
1390,PATH,-14441.7,3000,280,PATH,-1500,280,-1731.86
1391,PATH,-14466.7,3000,280,PATH,-1500,280,-1733.6
1392,PATH,-14491.7,3000,280,PATH,-1500,280,-1735.34
1393,PATH,-14516.7,3000,280,PATH,-1500,280,-1737.08
1394,PATH,-14541.7,3000,280,PATH,-1500,280,-1738.81
1395,PATH,-14566.7,3000,280,PATH,-1500,280,-1740.55
1396,PATH,-14591.7,3000,280,PATH,-1500,280,-1742.29
1397,PATH,-14616.7,3000,280,PATH,-1500,280,-1744.03
1398,PATH,-14641.7,3000,280,PATH,-1500,280,-1745.77
1399,PATH,-14666.7,3000,280,PATH,-1500,280,-1747.5
1400,PATH,-14691.7,3000,280,PATH,-1500,280,-1749.24
1401,PATH,-14716.7,3000,280,PATH,-1500,280,-1750.98
1402,PATH,-14741.7,3000,280,PATH,-1500,280,-1752.72
1403,PATH,-14766.7,3000,280,PATH,-1500,280,-1754.46
1404,PATH,-14791.7,3000,280,PATH,-1500,280,-1756.19
1405,PATH,-14816.7,3000,280,PATH,-1500,280,-1757.93
1406,PATH,-14841.7,3000,280,PATH,-1500,280,-1759.67
1407,PATH,-14866.7,3000,280,PATH,-1500,280,-1761.41
1408,PATH,-14891.7,3000,280,PATH,-1500,280,-1763.14
1409,PATH,-14916.7,3000,280,PATH,-1500,280,-1764.88
1410,PATH,-14941.7,3000,280,PATH,-1500,280,-1766.62
1411,PATH,-14966.7,3000,280,PATH,-1500,280,-1768.36
1412,PATH,-14991.7,3000,280,PATH,-1500,280,-1770.1
1413,PATH,-15016.7,3000,280,PATH,-1500,280,-1771.83
1414,PATH,-15041.7,3000,280,PATH,-1500,280,-1773.57
1415,PATH,-15066.7,3000,280,PATH,-1500,280,-1775.31
1416,PATH,-15091.7,3000,280,PATH,-1500,280,-1777.05
1417,PATH,-15116.7,3000,280,PATH,-1500,280,-1778.79
1418,PATH,-15141.7,3000,280,PATH,-1500,280,-1780.52
1419,PATH,-15166.7,3000,280,PATH,-1500,280,-1782.26
1420,PATH,-15191.7,3000,280,PATH,-1500,280,-1784
1421,PATH,-15216.7,3000,280,PATH,-1500,280,-1785.74
1422,PATH,-15241.7,3000,280,PATH,-1500,280,-1787.48
1423,PATH,-15266.7,3000,280,PATH,-1500,280,-1789.21
1424,PATH,-15291.7,3000,280,PATH,-1500,280,-1790.95
1425,PATH,-15316.7,3000,280,PATH,-1500,280,-1792.69
1426,PATH,-15341.7,3000,280,PATH,-1500,280,-1794.43
1427,PATH,-15366.7,3000,280,PATH,-1500,280,-1796.17
1428,PATH,-15391.7,3000,280,PATH,-1500,280,-1797.9
1429,PATH,-15416.7,3000,280,PATH,-1500,280,-1799.64
1430,PATH,-15441.7,3000,280,PATH,-1500,280,-1801.38
1431,PATH,-15466.7,3000,280,PATH,-1500,280,-1803.12
1432,PATH,-15491.7,3000,280,PATH,-1500,280,-1804.86
1433,PATH,-15516.7,3000,280,PATH,-1500,280,-1806.59
1434,PATH,-15541.7,3000,280,PATH,-1500,280,-1808.33
1435,PATH,-15566.7,3000,280,PATH,-1500,280,-1810.07
1436,PATH,-15591.7,3000,280,PATH,-1500,280,-1811.81
1437,PATH,-15616.7,3000,280,PATH,-1500,280,-1813.55
1438,PATH,-15641.7,3000,280,PATH,-1500,280,-1815.28
1439,PATH,-15666.7,3000,280,PATH,-1500,280,-1817.02
1440,PATH,-15691.7,3000,280,PATH,-1500,280,-1818.76
1441,PATH,-15716.7,3000,280,PATH,-1500,280,-1820.5
1442,PATH,-15741.7,3000,280,PATH,-1500,280,-1822.24
1443,PATH,-15766.7,3000,280,PATH,-1500,280,-1823.97
1444,PATH,-15791.7,3000,280,PATH,-1500,280,-1825.71
1445,PATH,-15816.7,3000,280,PATH,-1500,280,-1827.45
1446,PATH,-15841.7,3000,280,PATH,-1500,280,-1829.19
1447,PATH,-15866.7,3000,280,PATH,-1500,280,-1830.93
1448,PATH,-15891.7,3000,280,PATH,-1500,280,-1832.66
1449,PATH,-15916.7,3000,280,PATH,-1500,280,-1834.4
1450,PATH,-15941.7,3000,280,PATH,-1500,280,-1836.14
1451,PATH,-15966.7,3000,280,PATH,-1500,280,-1837.88
1452,PATH,-15991.7,3000,280,PATH,-1500,280,-1839.61
1453,PATH,-16016.7,3000,280,PATH,-1500,280,-1841.35
1454,PATH,-16041.7,3000,280,PATH,-1500,280,-1843.09
1455,PATH,-16066.7,3000,280,PATH,-1500,280,-1844.83
1456,PATH,-16091.7,3000,280,PATH,-1500,280,-1846.57
1457,PATH,-16116.7,3000,280,PATH,-1500,280,-1848.3
1458,PATH,-16141.7,3000,280,PATH,-1500,280,-1850.04
1459,PATH,-16166.7,3000,280,PATH,-1500,280,-1851.78
1460,PATH,-16191.7,3000,280,PATH,-1500,280,-1853.52
1461,PATH,-16216.7,3000,280,PATH,-1500,280,-1855.26
1462,PATH,-16241.7,3000,280,PATH,-1500,280,-1856.99
1463,PATH,-16266.7,3000,280,PATH,-1500,280,-1858.73
1464,PATH,-16291.7,3000,280,PATH,-1500,280,-1860.47
1465,PATH,-16316.7,3000,280,PATH,-1500,280,-1862.21
1466,PATH,-16341.7,3000,280,PATH,-1500,280,-1863.95
1467,PATH,-16366.7,3000,280,PATH,-1500,280,-1865.68
1468,PATH,-16391.7,3000,280,PATH,-1500,280,-1867.42
1469,PATH,-16416.7,3000,280,PATH,-1500,280,-1869.16
1470,PATH,-16441.7,3000,280,PATH,-1500,280,-1870.9
1471,PATH,-16466.7,3000,280,PATH,-1500,280,-1872.64
1472,PATH,-16491.7,3000,280,PATH,-1500,280,-1874.37
1473,PATH,-16516.7,3000,280,PATH,-1500,280,-1876.11
1474,PATH,-16541.7,3000,280,PATH,-1500,280,-1877.85
1475,PATH,-16566.7,3000,280,PATH,-1500,280,-1879.59
1476,PATH,-16591.7,3000,280,PATH,-1500,280,-1881.33
1477,PATH,-16616.7,3000,280,PATH,-1500,280,-1883.06
1478,PATH,-16641.7,3000,280,PATH,-1500,280,-1884.8
1479,PATH,-16666.7,3000,280,PATH,-1500,280,-1886.54
1480,PATH,-16691.7,3000,280,PATH,-1500,280,-1888.28
1481,PATH,-16716.7,3000,280,PATH,-1500,280,-1890.02
1482,PATH,-16741.7,3000,280,PATH,-1500,280,-1891.75
1483,PATH,-16766.7,3000,280,PATH,-1500,280,-1893.49
1484,PATH,-16791.7,3000,280,PATH,-1500,280,-1895.23
1485,PATH,-16816.7,3000,280,PATH,-1500,280,-1896.97
1486,PATH,-16841.7,3000,280,PATH,-1500,280,-1898.71
1487,PATH,-16866.7,3000,280,PATH,-1500,280,-1900.44
1488,PATH,-16891.7,3000,280,PATH,-1500,280,-1902.18
1489,PATH,-16916.7,3000,280,PATH,-1500,280,-1903.92
1490,PATH,-16941.7,3000,280,PATH,-1500,280,-1905.66
1491,PATH,-16966.7,3000,280,PATH,-1500,280,-1907.39
1492,PATH,-16991.7,3000,280,PATH,-1500,280,-1909.13
1493,PATH,-17016.7,3000,280,PATH,-1500,280,-1910.87
1494,PATH,-17041.7,3000,280,PATH,-1500,280,-1912.61
1495,PATH,-17066.7,3000,280,PATH,-1500,280,-1914.35
1496,PATH,-17091.7,3000,280,PATH,-1500,280,-1916.08
1497,PATH,-17116.7,3000,280,PATH,-1500,280,-1917.82
1498,PATH,-17141.7,3000,280,PATH,-1500,280,-1919.56
1499,PATH,-17166.7,3000,280,PATH,-1500,280,-1921.3
1500,PATH,-17191.7,3000,280,PATH,-1500,280,-1923.04
1501,PATH,-17216.7,3000,280,PATH,-1500,280,-1924.77
1502,PATH,-17241.7,3000,280,PATH,-1500,280,-1926.51
1503,PATH,-17266.7,3000,280,PATH,-1500,280,-1928.25
1504,PATH,-17291.7,3000,280,PATH,-1500,280,-1929.99
1505,PATH,-17316.7,3000,280,PATH,-1500,280,-1931.73
1506,PATH,-17341.7,3000,280,PATH,-1500,280,-1933.46
1507,PATH,-17366.7,3000,280,PATH,-1500,280,-1935.2
1508,PATH,-17391.7,3000,280,PATH,-1500,280,-1936.94
1509,PATH,-17416.7,3000,280,PATH,-1500,280,-1938.68
1510,PATH,-17441.7,3000,280,PATH,-1500,280,-1940.42
1511,PATH,-17466.7,3000,280,PATH,-1500,280,-1942.15
1512,PATH,-17491.7,3000,280,PATH,-1500,280,-1943.89
1513,PATH,-17516.7,3000,280,PATH,-1500,280,-1945.63
1514,PATH,-17541.7,3000,280,PATH,-1500,280,-1947.37
1515,PATH,-17566.7,3000,280,PATH,-1500,280,-1949.11
1516,PATH,-17591.7,3000,280,PATH,-1500,280,-1950.84
1517,PATH,-17616.7,3000,280,PATH,-1500,280,-1952.58
1518,PATH,-17641.7,3000,280,PATH,-1500,280,-1954.32
1519,PATH,-17666.7,3000,280,PATH,-1500,280,-1956.06
1520,PATH,-17691.7,3000,280,PATH,-1500,280,-1957.8
1521,PATH,-17716.7,3000,280,PATH,-1500,280,-1959.53
1522,PATH,-17741.7,3000,280,PATH,-1500,280,-1961.27
1523,PATH,-17766.7,3000,280,PATH,-1500,280,-1963.01
1524,PATH,-17791.7,3000,280,PATH,-1500,280,-1964.75
1525,PATH,-17816.7,3000,280,PATH,-1500,280,-1966.49
1526,PATH,-17841.7,3000,280,PATH,-1500,280,-1968.22
1527,PATH,-17866.7,3000,280,PATH,-1500,280,-1969.96
1528,PATH,-17891.7,3000,280,PATH,-1500,280,-1971.7
1529,PATH,-17916.7,3000,280,PATH,-1500,280,-1973.44
1530,PATH,-17941.7,3000,280,PATH,-1500,280,-1975.18
1531,PATH,-17966.7,3000,280,PATH,-1500,280,-1976.91
1532,PATH,-17991.7,3000,280,PATH,-1500,280,-1978.65
1533,PATH,-18016.7,3000,280,PATH,-1500,280,-1980.39
1534,PATH,-18041.7,3000,280,PATH,-1500,280,-1982.13
1535,PATH,-18066.7,3000,280,PATH,-1500,280,-1983.86
1536,PATH,-18091.7,3000,280,PATH,-1500,280,-1985.6
1537,PATH,-18116.7,3000,280,PATH,-1500,280,-1987.34
1538,PATH,-18141.7,3000,280,PATH,-1500,280,-1989.08
1539,PATH,-18166.7,3000,280,PATH,-1500,280,-1990.82
1540,PATH,-18191.7,3000,280,PATH,-1500,280,-1992.55
1541,PATH,-18216.7,3000,280,PATH,-1500,280,-1994.29
1542,PATH,-18241.7,3000,280,PATH,-1500,280,-1996.03
1543,PATH,-18266.7,3000,280,PATH,-1500,280,-1997.77
1544,PATH,-18291.7,3000,280,PATH,-1500,280,-1999.51
1545,PATH,-18316.7,3000,280,PATH,-1500,280,-2001.24
1546,PATH,-18341.7,3000,280,PATH,-1500,280,-2002.98
1547,PATH,-18366.7,3000,280,PATH,-1500,280,-2004.72
1548,PATH,-18391.7,3000,280,PATH,-1500,280,-2006.46
1549,PATH,-18416.7,3000,280,PATH,-1500,280,-2008.2
1550,PATH,-18441.7,3000,280,PATH,-1500,280,-2009.93
1551,PATH,-18466.7,3000,280,PATH,-1500,280,-2011.67
1552,PATH,-18491.7,3000,280,PATH,-1500,280,-2013.41
1553,PATH,-18516.7,3000,280,PATH,-1500,280,-2015.15
1554,PATH,-18541.7,3000,280,PATH,-1500,280,-2016.89
1555,PATH,-18566.7,3000,280,PATH,-1500,280,-2018.62
1556,PATH,-18591.7,3000,280,PATH,-1500,280,-2020.36
1557,PATH,-18616.7,3000,280,PATH,-1500,280,-2022.1
1558,PATH,-18641.7,3000,280,PATH,-1500,280,-2023.84
1559,PATH,-18666.7,3000,280,PATH,-1500,280,-2025.58
1560,PATH,-18691.7,3000,280,PATH,-1500,280,-2027.31
1561,PATH,-18716.7,3000,280,PATH,-1500,280,-2029.05
1562,PATH,-18741.7,3000,280,PATH,-1500,280,-2030.79
1563,PATH,-18766.7,3000,280,PATH,-1500,280,-2032.53
1564,PATH,-18791.7,3000,280,PATH,-1500,280,-2034.27
1565,PATH,-18816.7,3000,280,PATH,-1500,280,-2036
1566,PATH,-18841.7,3000,280,PATH,-1500,280,-2037.74
1567,PATH,-18866.7,3000,280,PATH,-1500,280,-2039.48
1568,PATH,-18891.7,3000,280,PATH,-1500,280,-2041.22
1569,PATH,-18916.7,3000,280,PATH,-1500,280,-2042.96
1570,PATH,-18941.7,3000,280,PATH,-1500,280,-2044.69
1571,PATH,-18966.7,3000,280,PATH,-1500,280,-2046.43
1572,PATH,-18991.7,3000,280,PATH,-1500,280,-2048.17
1573,PATH,-19016.7,3000,280,PATH,-1500,280,-2049.91
1574,PATH,-19041.7,3000,280,PATH,-1500,280,-2051.64
1575,PATH,-19066.7,3000,280,PATH,-1500,280,-2053.38
1576,PATH,-19091.7,3000,280,PATH,-1500,280,-2055.12
1577,PATH,-19116.7,3000,280,PATH,-1500,280,-2056.86
1578,PATH,-19141.7,3000,280,PATH,-1500,280,-2058.6
1579,PATH,-19166.7,3000,280,PATH,-1500,280,-2060.33
1580,PATH,-19191.7,3000,280,PATH,-1500,280,-2062.07
1581,PATH,-19216.7,3000,280,PATH,-1500,280,-2063.81
1582,PATH,-19241.7,3000,280,PATH,-1500,280,-2065.55
1583,PATH,-19266.7,3000,280,PATH,-1500,280,-2067.29
1584,PATH,-19291.7,3000,280,PATH,-1500,280,-2069.02
1585,PATH,-19316.7,3000,280,PATH,-1500,280,-2070.76
1586,PATH,-19341.7,3000,280,PATH,-1500,280,-2072.5
1587,PATH,-19366.7,3000,280,PATH,-1500,280,-2074.24
1588,PATH,-19391.7,3000,280,PATH,-1500,280,-2075.98
1589,PATH,-19416.7,3000,280,PATH,-1500,280,-2077.71
1590,PATH,-19441.7,3000,280,PATH,-1500,280,-2079.45
1591,PATH,-19466.7,3000,280,PATH,-1500,280,-2081.19
1592,PATH,-19491.7,3000,280,PATH,-1500,280,-2082.93
1593,PATH,-19516.7,3000,280,PATH,-1500,280,-2084.67
1594,PATH,-19541.7,3000,280,PATH,-1500,280,-2086.4
1595,PATH,-19566.7,3000,280,PATH,-1500,280,-2088.14
1596,PATH,-19591.7,3000,280,PATH,-1500,280,-2089.88
1597,PATH,-19616.7,3000,280,PATH,-1500,280,-2091.62
1598,PATH,-19641.7,3000,280,PATH,-1500,280,-2093.36
1599,PATH,-19666.7,3000,280,PATH,-1500,280,-2095.09
1600,PATH,-19691.7,3000,280,PATH,-1500,280,-2096.83
1601,PATH,-19716.7,3000,280,PATH,-1500,280,-2098.57
1602,PATH,-19741.7,3000,280,PATH,-1500,280,-2100.31
1603,PATH,-19766.7,3000,280,PATH,-1500,280,-2102.05
1604,PATH,-19791.7,3000,280,PATH,-1500,280,-2103.78
1605,PATH,-19816.7,3000,280,PATH,-1500,280,-2105.52
1606,PATH,-19841.7,3000,280,PATH,-1500,280,-2107.26
1607,PATH,-19866.7,3000,280,PATH,-1500,280,-2109
1608,PATH,-19891.7,3000,280,PATH,-1500,280,-2110.74
1609,PATH,-19916.7,3000,280,PATH,-1500,280,-2112.47
1610,PATH,-19941.7,3000,280,PATH,-1500,280,-2114.21
1611,PATH,-19966.7,3000,280,PATH,-1500,280,-2115.95
1612,PATH,-19991.7,3000,280,PATH,-1500,280,-2117.69
1613,PATH,-20016.7,3000,280,PATH,-1500,280,-2119.42
1614,PATH,-20041.7,3000,280,PATH,-1500,280,-2121.16
1615,PATH,-20066.7,3000,280,PATH,-1500,280,-2122.9
1616,PATH,-20091.7,3000,280,PATH,-1500,280,-2124.64
1617,PATH,-20116.7,3000,280,PATH,-1500,280,-2126.38
1618,PATH,-20141.7,3000,280,PATH,-1500,280,-2128.11
1619,PATH,-20166.7,3000,280,PATH,-1500,280,-2129.85
1620,PATH,-20191.7,3000,280,PATH,-1500,280,-2131.59
1621,PATH,-20216.7,3000,280,PATH,-1500,280,-2133.33
1622,PATH,-20241.7,3000,280,PATH,-1500,280,-2135.07
1623,PATH,-20266.7,3000,280,PATH,-1500,280,-2136.8
1624,PATH,-20291.7,3000,280,PATH,-1500,280,-2138.54
1625,PATH,-20316.7,3000,280,PATH,-1500,280,-2140.28
1626,PATH,-20341.7,3000,280,PATH,-1500,280,-2142.02
1627,PATH,-20366.7,3000,280,PATH,-1500,280,-2143.76
1628,PATH,-20391.7,3000,280,PATH,-1500,280,-2145.49
1629,PATH,-20416.7,3000,280,PATH,-1500,280,-2147.23
1630,PATH,-20441.7,3000,280,PATH,-1500,280,-2148.97
1631,PATH,-20466.7,3000,280,PATH,-1500,280,-2150.71
1632,PATH,-20491.7,3000,280,PATH,-1500,280,-2152.45
1633,PATH,-20516.7,3000,280,PATH,-1500,280,-2154.18
1634,PATH,-20541.7,3000,280,PATH,-1500,280,-2155.92
1635,PATH,-20566.7,3000,280,PATH,-1500,280,-2157.66
1636,PATH,-20591.7,3000,280,PATH,-1500,280,-2159.4
1637,PATH,-20616.7,3000,280,PATH,-1500,280,-2161.14
1638,PATH,-20641.7,3000,280,PATH,-1500,280,-2162.87
1639,PATH,-20666.7,3000,280,PATH,-1500,280,-2164.61
1640,PATH,-20691.7,3000,280,PATH,-1500,280,-2166.35
1641,PATH,-20716.7,3000,280,PATH,-1500,280,-2168.09
1642,PATH,-20741.7,3000,280,PATH,-1500,280,-2169.83
1643,PATH,-20766.7,3000,280,PATH,-1500,280,-2171.56
1644,PATH,-20791.7,3000,280,PATH,-1500,280,-2173.3
1645,PATH,-20816.7,3000,280,PATH,-1500,280,-2175.04
1646,PATH,-20841.7,3000,280,PATH,-1500,280,-2176.78
1647,PATH,-20866.7,3000,280,PATH,-1500,280,-2178.52
1648,PATH,-20891.7,3000,280,PATH,-1500,280,-2180.25
1649,PATH,-20916.7,3000,280,PATH,-1500,280,-2181.99
1650,PATH,-20941.7,3000,280,PATH,-1500,280,-2183.73
1651,PATH,-20966.7,3000,280,PATH,-1500,280,-2185.47
1652,PATH,-20991.7,3000,280,PATH,-1500,280,-2187.21
1653,PATH,-21016.7,3000,280,PATH,-1500,280,-2188.94
1654,PATH,-21041.7,3000,280,PATH,-1500,280,-2190.68
1655,PATH,-21066.7,3000,280,PATH,-1500,280,-2192.42
1656,PATH,-21091.7,3000,280,PATH,-1500,280,-2194.16
1657,PATH,-21116.7,3000,280,PATH,-1500,280,-2195.89
1658,PATH,-21141.7,3000,280,PATH,-1500,280,-2197.63
1659,PATH,-21166.7,3000,280,PATH,-1500,280,-2199.37
1660,PATH,-21191.7,3000,280,PATH,-1500,280,-2201.11
1661,PATH,-21216.7,3000,280,PATH,-1500,280,-2202.85
1662,PATH,-21241.7,3000,280,PATH,-1500,280,-2204.58
1663,PATH,-21266.7,3000,280,PATH,-1500,280,-2206.32
1664,PATH,-21291.7,3000,280,PATH,-1500,280,-2208.06
1665,PATH,-21316.7,3000,280,PATH,-1500,280,-2209.8
1666,PATH,-21341.7,3000,280,PATH,-1500,280,-2211.54
1667,PATH,-21366.7,3000,280,PATH,-1500,280,-2213.27
1668,PATH,-21391.7,3000,280,PATH,-1500,280,-2215.01
1669,PATH,-21416.7,3000,280,PATH,-1500,280,-2216.75
1670,PATH,-21441.7,3000,280,PATH,-1500,280,-2218.49
1671,PATH,-21466.7,3000,280,PATH,-1500,280,-2220.23
1672,PATH,-21491.7,3000,280,PATH,-1500,280,-2221.96
1673,PATH,-21516.7,3000,280,PATH,-1500,280,-2223.7
1674,PATH,-21541.7,3000,280,PATH,-1500,280,-2225.44
1675,PATH,-21566.7,3000,280,PATH,-1500,280,-2227.18
1676,PATH,-21591.7,3000,280,PATH,-1500,280,-2228.92
1677,PATH,-21616.7,3000,280,PATH,-1500,280,-2230.65
1678,PATH,-21641.7,3000,280,PATH,-1500,280,-2232.39
1679,PATH,-21666.7,3000,280,PATH,-1500,280,-2234.13
1680,PATH,-21691.7,3000,280,PATH,-1500,280,-2235.87
1681,PATH,-21716.7,3000,280,PATH,-1500,280,-2237.61
1682,PATH,-21741.7,3000,280,PATH,-1500,280,-2239.34
1683,PATH,-21766.7,3000,280,PATH,-1500,280,-2241.08
1684,PATH,-21791.7,3000,280,PATH,-1500,280,-2242.82
1685,PATH,-21816.7,3000,280,PATH,-1500,280,-2244.56
1686,PATH,-21841.7,3000,280,PATH,-1500,280,-2246.3
1687,PATH,-21866.7,3000,280,PATH,-1500,280,-2248.03
1688,PATH,-21891.7,3000,280,PATH,-1500,280,-2249.77
1689,PATH,-21916.7,3000,280,PATH,-1500,280,-2251.51
1690,PATH,-21941.7,3000,280,PATH,-1500,280,-2253.25
1691,PATH,-21966.7,3000,280,PATH,-1500,280,-2254.99
1692,PATH,-21991.7,3000,280,PATH,-1500,280,-2256.72
1693,PATH,-22016.7,3000,280,PATH,-1500,280,-2258.46
1694,PATH,-22041.7,3000,280,PATH,-1500,280,-2260.2
1695,PATH,-22066.7,3000,280,PATH,-1500,280,-2261.94
1696,PATH,-22091.7,3000,280,PATH,-1500,280,-2263.67
1697,PATH,-22116.7,3000,280,PATH,-1500,280,-2265.41
1698,PATH,-22141.7,3000,280,PATH,-1500,280,-2267.15
1699,PATH,-22166.7,3000,280,PATH,-1500,280,-2268.89
1700,PATH,-22191.7,3000,280,PATH,-1500,280,-2270.63
1701,PATH,-22216.7,3000,280,PATH,-1500,280,-2272.36
1702,PATH,-22241.7,3000,280,PATH,-1500,280,-2274.1
1703,PATH,-22266.7,3000,280,PATH,-1500,280,-2275.84
1704,PATH,-22291.7,3000,280,PATH,-1500,280,-2277.58
1705,PATH,-22316.7,3000,280,PATH,-1500,280,-2279.32
1706,PATH,-22341.7,3000,280,PATH,-1500,280,-2281.05
1707,PATH,-22366.7,3000,280,PATH,-1500,280,-2282.79
1708,PATH,-22391.7,3000,280,PATH,-1500,280,-2284.53
1709,PATH,-22416.7,3000,280,PATH,-1500,280,-2286.27
1710,PATH,-22441.7,3000,280,PATH,-1500,280,-2288.01
1711,PATH,-22466.7,3000,280,PATH,-1500,280,-2289.74
1712,PATH,-22491.7,3000,280,PATH,-1500,280,-2291.48
1713,PATH,-22516.7,3000,280,PATH,-1500,280,-2293.22
1714,PATH,-22541.7,3000,280,PATH,-1500,280,-2294.96
1715,PATH,-22566.7,3000,280,PATH,-1500,280,-2296.7
1716,PATH,-22591.7,3000,280,PATH,-1500,280,-2298.43
1717,PATH,-22616.7,3000,280,PATH,-1500,280,-2300.17
1718,PATH,-22641.7,3000,280,PATH,-1500,280,-2301.91
1719,PATH,-22666.7,3000,280,PATH,-1500,280,-2303.65
1720,PATH,-22691.7,3000,280,PATH,-1500,280,-2305.39
1721,PATH,-22716.7,3000,280,PATH,-1500,280,-2307.12
1722,PATH,-22741.7,3000,280,PATH,-1500,280,-2308.86
1723,PATH,-22766.7,3000,280,PATH,-1500,280,-2310.6
1724,PATH,-22791.7,3000,280,PATH,-1500,280,-2312.34
1725,PATH,-22816.7,3000,280,PATH,-1500,280,-2314.08
1726,PATH,-22841.7,3000,280,PATH,-1500,280,-2315.81
1727,PATH,-22866.7,3000,280,PATH,-1500,280,-2317.55
1728,PATH,-22891.7,3000,280,PATH,-1500,280,-2319.29
1729,PATH,-22916.7,3000,280,PATH,-1500,280,-2321.03
1730,PATH,-22941.7,3000,280,PATH,-1500,280,-2322.77
1731,PATH,-22966.7,3000,280,PATH,-1500,280,-2324.5
1732,PATH,-22991.7,3000,280,PATH,-1500,280,-2326.24
1733,PATH,-23016.7,3000,280,PATH,-1500,280,-2327.98
1734,PATH,-23041.7,3000,280,PATH,-1500,280,-2329.72
1735,PATH,-23066.7,3000,280,PATH,-1500,280,-2331.46
1736,PATH,-23091.7,3000,280,PATH,-1500,280,-2333.19
1737,PATH,-23116.7,3000,280,PATH,-1500,280,-2334.93
1738,PATH,-23141.7,3000,280,PATH,-1500,280,-2336.67
1739,PATH,-23166.7,3000,280,PATH,-1500,280,-2338.41
1740,PATH,-23191.7,3000,280,PATH,-1500,280,-2340.14
1741,PATH,-23216.7,3000,280,PATH,-1500,280,-2341.88
1742,PATH,-23241.7,3000,280,PATH,-1500,280,-2343.62
1743,PATH,-23266.7,3000,280,PATH,-1500,280,-2345.36
1744,PATH,-23291.7,3000,280,PATH,-1500,280,-2347.1
1745,PATH,-23316.7,3000,280,PATH,-1500,280,-2348.83
1746,PATH,-23341.7,3000,280,PATH,-1500,280,-2350.57
1747,PATH,-23366.7,3000,280,PATH,-1500,280,-2352.31
1748,PATH,-23391.7,3000,280,PATH,-1500,280,-2354.05
1749,PATH,-23416.7,3000,280,PATH,-1500,280,-2355.79
1750,PATH,-23441.7,3000,280,PATH,-1500,280,-2357.52
1751,PATH,-23466.7,3000,280,PATH,-1500,280,-2359.26
1752,PATH,-23491.7,3000,280,PATH,-1500,280,-2361
1753,PATH,-23516.7,3000,280,PATH,-1500,280,-2362.74
1754,PATH,-23541.7,3000,280,PATH,-1500,280,-2364.48
1755,PATH,-23566.7,3000,280,PATH,-1500,280,-2366.21
1756,PATH,-23591.7,3000,280,PATH,-1500,280,-2367.95
1757,PATH,-23616.7,3000,280,PATH,-1500,280,-2369.69
1758,PATH,-23641.7,3000,280,PATH,-1500,280,-2371.43
1759,PATH,-23666.7,3000,280,PATH,-1500,280,-2373.17
1760,PATH,-23691.7,3000,280,PATH,-1500,280,-2374.9
1761,PATH,-23716.7,3000,280,PATH,-1500,280,-2376.64
1762,PATH,-23741.7,3000,280,PATH,-1500,280,-2378.38
1763,PATH,-23766.7,3000,280,PATH,-1500,280,-2380.12
1764,PATH,-23791.7,3000,280,PATH,-1500,280,-2381.86
1765,PATH,-23816.7,3000,280,PATH,-1500,280,-2383.59
1766,PATH,-23841.7,3000,280,PATH,-1500,280,-2385.33
1767,PATH,-23866.7,3000,280,PATH,-1500,280,-2387.07
1768,PATH,-23891.7,3000,280,PATH,-1500,280,-2388.81
1769,PATH,-23916.7,3000,280,PATH,-1500,280,-2390.55
1770,PATH,-23941.7,3000,280,PATH,-1500,280,-2392.28
1771,PATH,-23966.7,3000,280,PATH,-1500,280,-2394.02
1772,PATH,-23991.7,3000,280,PATH,-1500,280,-2395.76
1773,PATH,-24016.7,3000,280,PATH,-1500,280,-2397.5
1774,PATH,-24041.7,3000,280,PATH,-1500,280,-2399.24
1775,PATH,-24066.7,3000,280,PATH,-1500,280,-2400.97
1776,PATH,-24091.7,3000,280,PATH,-1500,280,-2402.71
1777,PATH,-24116.7,3000,280,PATH,-1500,280,-2404.45
1778,PATH,-24141.7,3000,280,PATH,-1500,280,-2406.19
1779,PATH,-24166.7,3000,280,PATH,-1500,280,-2407.92
1780,PATH,-24191.7,3000,280,PATH,-1500,280,-2409.66
1781,PATH,-24216.7,3000,280,PATH,-1500,280,-2411.4
1782,PATH,-24241.7,3000,280,PATH,-1500,280,-2413.14
1783,PATH,-24266.7,3000,280,PATH,-1500,280,-2414.88
1784,PATH,-24291.7,3000,280,PATH,-1500,280,-2416.61
1785,PATH,-24316.7,3000,280,PATH,-1500,280,-2418.35
1786,PATH,-24341.7,3000,280,PATH,-1500,280,-2420.09
1787,PATH,-24366.7,3000,280,PATH,-1500,280,-2421.83
1788,PATH,-24391.7,3000,280,PATH,-1500,280,-2423.57
1789,PATH,-24416.7,3000,280,PATH,-1500,280,-2425.3
1790,PATH,-24441.7,3000,280,PATH,-1500,280,-2427.04
1791,PATH,-24466.7,3000,280,PATH,-1500,280,-2428.78
1792,PATH,-24491.7,3000,280,PATH,-1500,280,-2430.52
1793,PATH,-24516.7,3000,280,PATH,-1500,280,-2432.26
1794,PATH,-24541.7,3000,280,PATH,-1500,280,-2433.99
1795,PATH,-24566.7,3000,280,PATH,-1500,280,-2435.73
1796,PATH,-24591.7,3000,280,PATH,-1500,280,-2437.47
1797,PATH,-24616.7,3000,280,PATH,-1500,280,-2439.21
